,,Site A (Forest),Site A,Site A,Site A,Site A
2/22/18 17:00,5:00:00 PM,69.83240223,,,,
2/23/18 8:00,8:00:00 AM,,,,,
2/23/18 11:00,11:00:00 AM,43.76367615,,,,
2/23/18 14:00,2:00:00 PM,54.70459519,,,,
2/23/18 17:00,5:00:00 PM,41.94018964,,,,
2/24/18 8:00,8:00:00 AM,29.1757841,,,,
2/24/18 11:00,11:00:00 AM,16.41137856,,,,
2/24/18 14:00,2:00:00 PM,39.82554644,,,,
2/24/18 17:00,5:00:00 PM,35.66779682,,,,
2/25/18 8:00,8:00:00 AM,31.51004721,,,,
2/25/18 11:00,11:00:00 AM,27.35229759,,,,
2/25/18 14:00,2:00:00 PM,32.82275711,,,,
2/25/18 17:00,5:00:00 PM,5.470459519,,,,
2/26/18 8:00,8:00:00 AM,7.736398044,,,,
2/26/18 11:00,11:00:00 AM,24.4646387,,,,
2/26/18 14:00,2:00:00 PM,22.45132367,,,,
2/26/18 17:00,5:00:00 PM,20.43800863,,,,
2/27/18 8:00,8:00:00 AM,18.42469359,,,,
2/27/18 11:00,11:00:00 AM,16.41137856,,,,
2/27/18 14:00,2:00:00 PM,10.94091904,,,,
2/27/18 17:00,5:00:00 PM,9.117432531,,,,
2/28/18 8:00,8:00:00 AM,7.293946025,,,,
2/28/18 11:00,11:00:00 AM,5.470459519,,,,
2/28/18 14:00,2:00:00 PM,5.470459519,,,,
2/28/18 17:00,5:00:00 PM,7.736398044,,,,
3/1/18 8:00,8:00:00 AM,94.77254589,,,,
3/1/18 11:00,11:00:00 AM,112.2306464,,,,
3/1/18 14:00,2:00:00 PM,129.688747,,,,
3/1/18 17:00,5:00:00 PM,223.6386859,,,,
3/2/18 8:00,8:00:00 AM,317.5886249,,,,
3/2/18 11:00,11:00:00 AM,302.9801325,,,,
3/2/18 14:00,2:00:00 PM,288.37164,,,,
3/2/18 17:00,5:00:00 PM,385.811273,,,,
3/3/18 8:00,8:00:00 AM,483.2509059,,,,
3/3/18 11:00,11:00:00 AM,444.2600881,,,,
3/3/18 14:00,2:00:00 PM,405.2692702,,,,
3/3/18 17:00,5:00:00 PM,425.6645928,,,,
3/4/18 8:00,8:00:00 AM,446.0599154,,,,
3/4/18 11:00,11:00:00 AM,466.4552379,,,,
3/4/18 14:00,2:00:00 PM,486.8505605,,,,
3/4/18 17:00,5:00:00 PM,481.2173404,,,,
3/5/18 8:00,8:00:00 AM,475.5841203,,,,
3/5/18 11:00,11:00:00 AM,456.1661155,,,,
3/5/18 14:00,2:00:00 PM,436.7481108,,,,
3/5/18 17:00,5:00:00 PM,420.1737989,,,,
3/6/18 8:00,8:00:00 AM,403.599487,,,,
3/6/18 11:00,11:00:00 AM,373.1493021,,,,
3/6/18 14:00,2:00:00 PM,342.6991173,,,,
3/6/18 17:00,5:00:00 PM,326.1954342,,,,
3/7/18 8:00,8:00:00 AM,309.6917511,,,,
3/7/18 11:00,11:00:00 AM,290.2496897,,,,
3/7/18 14:00,2:00:00 PM,270.8076283,,,,
3/7/18 17:00,5:00:00 PM,268.0730669,,,,
3/8/18 8:00,8:00:00 AM,265.3385054,,,,
3/8/18 11:00,11:00:00 AM,240.4750571,,,,
3/8/18 14:00,2:00:00 PM,215.6116087,,,,
3/8/18 17:00,5:00:00 PM,212.8491974,,,,
3/9/18 8:00,8:00:00 AM,210.0867861,,,,
3/9/18 11:00,11:00:00 AM,190.751589,,,,
3/9/18 14:00,2:00:00 PM,171.416392,,,,
3/9/18 17:00,5:00:00 PM,165.9696325,,,,
3/10/18 8:00,8:00:00 AM,160.522873,,,,
3/10/18 11:00,11:00:00 AM,155.0761135,,,,
3/10/18 14:00,2:00:00 PM,149.629354,,,,
3/10/18 17:00,5:00:00 PM,139.855447,,,,
3/11/18 8:00,8:00:00 AM,130.0815399,,,,
3/11/18 11:00,11:00:00 AM,120.3076329,,,,
3/11/18 14:00,2:00:00 PM,110.5337258,,,,
3/11/18 17:00,5:00:00 PM,91.19032382,,,,
3/12/18 8:00,8:00:00 AM,71.8469218,,,,
3/12/18 11:00,11:00:00 AM,52.50351977,,,,
3/12/18 14:00,2:00:00 PM,33.16011775,,,,
3/12/18 17:00,5:00:00 PM,22.10674517,,,,
3/13/18 8:00,8:00:00 AM,11.05337258,,,,
3/13/18 11:00,11:00:00 AM,44.22560817,,,,
3/13/18 14:00,2:00:00 PM,77.39784375,,,,
3/13/18 17:00,5:00:00 PM,110.5700793,,,,
3/14/18 8:00,8:00:00 AM,143.7423149,,,,
3/14/18 11:00,11:00:00 AM,176.9145505,,,,
3/14/18 14:00,2:00:00 PM,210.0867861,,,,
3/14/18 17:00,5:00:00 PM,235.0380568,,,,
3/15/18 8:00,8:00:00 AM,259.9893275,,,,
3/15/18 11:00,11:00:00 AM,259.9893275,,,,
3/15/18 14:00,2:00:00 PM,259.9893275,,,,
3/15/18 17:00,5:00:00 PM,232.5738919,,,,
3/16/18 8:00,8:00:00 AM,205.1584562,,,,
3/16/18 11:00,11:00:00 AM,254.6635532,,,,
3/16/18 14:00,2:00:00 PM,304.1686501,,,,
3/16/18 17:00,5:00:00 PM,342.9351351,,,,
3/17/18 8:00,8:00:00 AM,381.70162,,,,
3/17/18 11:00,11:00:00 AM,365.291976,,,,
3/17/18 14:00,2:00:00 PM,348.882332,,,,
3/17/18 17:00,5:00:00 PM,340.609792,,,,
3/18/18 8:00,8:00:00 AM,332.3372521,,,,
3/18/18 11:00,11:00:00 AM,318.3784229,,,,
3/18/18 14:00,2:00:00 PM,304.4195937,,,,
3/18/18 17:00,5:00:00 PM,304.4195937,,,,
3/19/18 8:00,8:00:00 AM,304.4195937,,,,
3/19/18 11:00,11:00:00 AM,287.6418054,,,,
3/19/18 14:00,2:00:00 PM,270.8640172,,,,
3/19/18 17:00,5:00:00 PM,254.384222,,,,
3/20/18 8:00,8:00:00 AM,237.9044269,,,,
3/20/18 11:00,11:00:00 AM,243.333355,,,,
3/20/18 14:00,2:00:00 PM,248.7622832,,,,
3/20/18 17:00,5:00:00 PM,229.5335197,,,,
3/21/18 8:00,8:00:00 AM,210.3047562,,,,
3/21/18 11:00,11:00:00 AM,188.2366911,,,,
3/21/18 14:00,2:00:00 PM,166.168626,,,,
3/21/18 17:00,5:00:00 PM,132.90119,,,,
3/22/18 8:00,8:00:00 AM,99.63375405,,,,
3/22/18 11:00,11:00:00 AM,88.60224633,,,,
3/22/18 14:00,2:00:00 PM,77.57073862,,,,
3/22/18 17:00,5:00:00 PM,88.83164222,,,,
3/23/18 8:00,8:00:00 AM,100.0925458,,,,
3/23/18 11:00,11:00:00 AM,66.62633179,,,,
3/23/18 14:00,2:00:00 PM,33.16011775,,,,
3/23/18 17:00,5:00:00 PM,35.9234609,,,,
3/24/18 8:00,8:00:00 AM,38.68680404,,,,
3/24/18 11:00,11:00:00 AM,49.86552468,,,,
3/24/18 14:00,2:00:00 PM,61.04424532,,,,
3/24/18 17:00,5:00:00 PM,77.49895615,,,,
3/25/18 8:00,8:00:00 AM,93.95366697,,,,
3/25/18 11:00,11:00:00 AM,82.90029438,,,,
3/25/18 14:00,2:00:00 PM,71.8469218,,,,
3/25/18 17:00,5:00:00 PM,67.43042036,,,,
3/26/18 8:00,8:00:00 AM,63.01391892,,,,
3/26/18 11:00,11:00:00 AM,56.9321402,,,,
3/26/18 14:00,2:00:00 PM,50.85036148,,,,
3/26/18 17:00,5:00:00 PM,44.76858276,,,,
3/27/18 8:00,8:00:00 AM,38.68680404,,,,
3/27/18 11:00,11:00:00 AM,34.54178933,,,,
3/27/18 14:00,2:00:00 PM,30.39677461,,,,
3/27/18 17:00,5:00:00 PM,26.25175989,,,,
3/28/18 8:00,8:00:00 AM,22.10674517,,,,
3/28/18 11:00,11:00:00 AM,19.34340202,,,,
3/28/18 14:00,2:00:00 PM,16.58005888,,,,
3/28/18 17:00,5:00:00 PM,12.19798679,,,,
3/29/18 8:00,8:00:00 AM,7.815914709,,,,
3/29/18 11:00,11:00:00 AM,3.907957355,,,,
3/29/18 14:00,2:00:00 PM,0,,,,
3/29/18 17:00,5:00:00 PM,0,,,,
3/30/18 8:00,8:00:00 AM,0,,,,
3/30/18 11:00,11:00:00 AM,0,,,,
3/30/18 14:00,2:00:00 PM,0,,,,
3/30/18 17:00,5:00:00 PM,0,,,,
3/31/18 8:00,8:00:00 AM,0,,,,
3/31/18 11:00,11:00:00 AM,0,,,,
3/31/18 14:00,2:00:00 PM,0,,,,
3/31/18 17:00,5:00:00 PM,0,,,,
4/1/18 8:00,8:00:00 AM,0,,,,
4/1/18 11:00,11:00:00 AM,0,,,,
4/1/18 14:00,2:00:00 PM,0,,,,
4/1/18 17:00,5:00:00 PM,0,,,,
4/2/18 8:00,8:00:00 AM,0,,,,
4/2/18 11:00,11:00:00 AM,0,,,,
4/2/18 14:00,2:00:00 PM,0,,,,
4/2/18 17:00,5:00:00 PM,0,,,,
4/3/18 8:00,8:00:00 AM,0,,,,
4/3/18 11:00,11:00:00 AM,0,,,,
4/3/18 14:00,2:00:00 PM,0,,,,
4/3/18 17:00,5:00:00 PM,0,,,,
4/4/18 8:00,8:00:00 AM,0,,,,
4/4/18 11:00,11:00:00 AM,0,,,,
4/4/18 14:00,2:00:00 PM,0,,,,
4/4/18 17:00,5:00:00 PM,0,,,,
4/5/18 8:00,8:00:00 AM,0,,,,
4/5/18 11:00,11:00:00 AM,0,,,,
4/5/18 14:00,2:00:00 PM,0,,,,
4/5/18 17:00,5:00:00 PM,0,,,,
4/6/18 8:00,8:00:00 AM,0,,,,
4/6/18 11:00,11:00:00 AM,0,,,,
4/6/18 14:00,2:00:00 PM,0,,,,
4/6/18 17:00,5:00:00 PM,0,,,,
4/7/18 8:00,8:00:00 AM,0,,,,
4/7/18 11:00,11:00:00 AM,0,,,,
4/7/18 14:00,2:00:00 PM,0,,,,
4/7/18 17:00,5:00:00 PM,0,,,,
4/8/18 8:00,8:00:00 AM,0,,,,
4/8/18 11:00,11:00:00 AM,0,,,,
4/8/18 14:00,2:00:00 PM,0,,,,
4/8/18 17:00,5:00:00 PM,0,,,,
4/9/18 8:00,8:00:00 AM,0,,,,
4/9/18 11:00,11:00:00 AM,0,,,,
4/9/18 14:00,2:00:00 PM,0,,,,
4/9/18 17:00,5:00:00 PM,0,,,,
4/10/18 8:00,8:00:00 AM,0,,,,
4/10/18 11:00,11:00:00 AM,0,,,,
4/10/18 14:00,2:00:00 PM,0,,,,
4/10/18 17:00,5:00:00 PM,0,,,,
4/11/18 8:00,8:00:00 AM,0,,,,
4/11/18 11:00,11:00:00 AM,0,,,,
4/11/18 14:00,2:00:00 PM,0,,,,
4/11/18 17:00,5:00:00 PM,11.05337258,,,,
4/12/18 8:00,8:00:00 AM,22.10674517,,,,
4/12/18 11:00,11:00:00 AM,30.39677461,,,,
4/12/18 14:00,2:00:00 PM,38.68680404,,,,
4/12/18 17:00,5:00:00 PM,27.63343146,,,,
4/13/18 8:00,8:00:00 AM,16.58005888,,,,
4/13/18 11:00,11:00:00 AM,8.290029438,,,,
4/13/18 14:00,2:00:00 PM,0,,,,
4/13/18 17:00,5:00:00 PM,0,,,,
4/14/18 8:00,8:00:00 AM,0,,,,
4/14/18 11:00,11:00:00 AM,0,,,,
4/14/18 14:00,2:00:00 PM,0,,,,
4/14/18 17:00,5:00:00 PM,0,,,,
4/15/18 8:00,8:00:00 AM,0,,,,
4/15/18 11:00,11:00:00 AM,0,,,,
4/15/18 14:00,2:00:00 PM,0,,,,
4/15/18 17:00,5:00:00 PM,30.52212266,,,,
4/16/18 8:00,8:00:00 AM,61.04424532,,,,
4/16/18 11:00,11:00:00 AM,80.33899969,,,,
4/16/18 14:00,2:00:00 PM,99.63375405,,,,
4/16/18 17:00,5:00:00 PM,102.3930661,,,,
4/17/18 8:00,8:00:00 AM,105.1523781,,,,
4/17/18 11:00,11:00:00 AM,88.60577561,,,,
4/17/18 14:00,2:00:00 PM,72.05917314,,,,
4/17/18 17:00,5:00:00 PM,52.60964544,,,,
4/18/18 8:00,8:00:00 AM,33.16011775,,,,
4/18/18 11:00,11:00:00 AM,30.39677461,,,,
4/18/18 14:00,2:00:00 PM,27.63343146,,,,
4/18/18 17:00,5:00:00 PM,27.63343146,,,,
4/19/18 8:00,8:00:00 AM,27.63343146,,,,
4/19/18 11:00,11:00:00 AM,24.87008831,,,,
4/19/18 14:00,2:00:00 PM,22.10674517,,,,
4/19/18 17:00,5:00:00 PM,11.05337258,,,,
4/20/18 8:00,8:00:00 AM,0,,,,
4/20/18 11:00,11:00:00 AM,0,,,,
4/20/18 14:00,2:00:00 PM,0,,,,
4/20/18 17:00,5:00:00 PM,0,,,,
4/21/18 8:00,8:00:00 AM,0,,,,
4/21/18 11:00,11:00:00 AM,0,,,,
4/21/18 14:00,2:00:00 PM,0,,,,
4/21/18 17:00,5:00:00 PM,0,,,,
4/22/18 8:00,8:00:00 AM,0,,,,
4/22/18 11:00,11:00:00 AM,0,,,,
4/22/18 14:00,2:00:00 PM,0,,,,
4/22/18 17:00,5:00:00 PM,0,,,,
4/23/18 8:00,8:00:00 AM,0,,,,
4/23/18 11:00,11:00:00 AM,0,,,,
4/23/18 14:00,2:00:00 PM,0,,,,
4/23/18 17:00,5:00:00 PM,0,,,,
4/24/18 8:00,8:00:00 AM,0,,,,
4/24/18 11:00,11:00:00 AM,0,,,,
4/24/18 14:00,2:00:00 PM,0,,,,
4/24/18 17:00,5:00:00 PM,0,,,,
4/25/18 8:00,8:00:00 AM,0,,,,
4/25/18 11:00,11:00:00 AM,0,,,,
4/25/18 14:00,2:00:00 PM,0,,,,
4/25/18 17:00,5:00:00 PM,0,,,,
4/26/18 8:00,8:00:00 AM,0,,,,
4/26/18 11:00,11:00:00 AM,0,,,,
4/26/18 14:00,2:00:00 PM,0,,,,
4/26/18 17:00,5:00:00 PM,0,,,,
4/27/18 8:00,8:00:00 AM,0,,,,
4/27/18 11:00,11:00:00 AM,0,,,,
4/27/18 14:00,2:00:00 PM,0,,,,
,,,,,,
11/17/18 8:00,,0,0,0,,
11/17/18 10:00,,0,0,0,,
11/17/18 12:00,,0,0,0,,
11/17/18 14:00,,0,0,0,,
11/17/18 16:00,,0,0,0,,
11/18/18 8:00,,0,0,0,,
11/18/18 10:00,,,0,0,,
11/18/18 12:00,,0,0,0,,
11/18/18 14:00,,0,0,0,,
11/18/18 16:00,,0,0,0,,
11/19/18 8:00,,,0,0,,
11/19/18 10:00,,0,0,0,,
11/19/18 12:00,,0,0,0,,
11/19/18 14:00,,0,0,0,,
11/19/18 16:00,,82.67235498,82.67235498,82.67235498,,
11/20/18 8:00,,0,0,0,,
11/20/18 10:00,,0,0,0,,
11/20/18 12:00,,0,0,0,,
11/20/18 14:00,,0,0,0,,
11/20/18 16:00,,0,0,0,,
11/21/18 8:00,,7.144440066,7.144440066,7.144440066,,
11/21/18 10:00,,1.693671948,1.693671948,0,,
11/21/18 12:00,,0,0,0,,
11/21/18 14:00,,0,0,0,,
11/21/18 16:00,,0,0,0,,
11/22/18 8:00,,0,0,0,,
11/22/18 10:00,,0,0,0,,
11/22/18 12:00,,99.99466683,99.99466683,99.99466683,,
11/22/18 14:00,,362.2179962,362.2179962,262.2233293,,
11/22/18 16:00,,510.2612169,510.2612169,148.0432207,,
11/23/18 8:00,,578.2498945,578.2498945,67.98867759,,
11/23/18 10:00,,525.5095301,525.5095301,0,,
11/23/18 12:00,,58.67032659,58.67032659,0,,
11/23/18 14:00,,0,0,0,,
11/23/18 16:00,,0,0,0,,
11/24/18 8:00,,0,0,0,,
11/24/18 10:00,,0,0,0,,
11/24/18 12:00,,0,0,0,,
11/24/18 14:00,,0,0,0,,
11/24/18 16:00,,0,0,0,,
11/25/18 8:00,,0,0,0,,
11/25/18 10:00,,0,0,0,,
11/25/18 12:00,,0,0,0,,
11/25/18 14:00,,0,0,0,,
11/25/18 16:00,,0,0,0,,
11/26/18 8:00,,,101.6151734,101.6151734,,
11/26/18 10:00,,203.2303469,203.2303469,101.6151734,,
11/26/18 12:00,,,135.4868979,0,,
11/26/18 14:00,,,67.74344895,0,,
11/26/18 16:00,,0,0,0,,
11/27/18 8:00,,,,0,,
11/27/18 10:00,,,,0,,
11/27/18 12:00,,,,0,,
11/27/18 14:00,,,,0,,
11/27/18 16:00,,,,0,,
11/28/18 8:00,,,,0,,
11/28/18 10:00,,,,0,,
11/28/18 12:00,,,,0,,
11/28/18 14:00,,,,0,,
11/28/18 16:00,,,,0,,
11/29/18 8:00,,,,0,,
11/29/18 10:00,,,,0,,
11/29/18 12:00,,,,0,,
11/29/18 14:00,,,,0,,
11/29/18 16:00,,,,0,,
11/30/18 8:00,,,,0,,
11/30/18 10:00,,,,0,,
11/30/18 12:00,,,,0,,
11/30/18 14:00,,,,0,,
11/30/18 16:00,,,,0,,
12/1/18 8:00,,,,0,,
12/1/18 10:00,,,,0,,
12/1/18 12:00,,,,0,,
12/1/18 14:00,,,,0,,
12/1/18 16:00,,,,0,,
12/2/18 8:00,,,,0,,
12/2/18 10:00,,,,0,,
12/2/18 12:00,,,,0,,
12/2/18 14:00,,,,0,,
12/2/18 16:00,,,,0,,
12/3/18 8:00,,,,0,,
12/3/18 10:00,,,,0,,
12/3/18 12:00,,,,0,,
12/3/18 14:00,,,,0,,
12/3/18 16:00,,,,0,,
12/4/18 8:00,,,,0,,
12/4/18 10:00,,,,0,,
12/4/18 12:00,,,,0,,
12/4/18 14:00,,,,0,,
12/4/18 16:00,,,,0,,
12/5/18 8:00,,,,0,,
12/5/18 10:00,,,,0,,
12/5/18 12:00,,,,0,,
12/5/18 14:00,,,,0,,
12/5/18 16:00,,,,0,,
12/6/18 8:00,,,,0,,
12/6/18 10:00,,,,0,,
12/6/18 12:00,,,,0,,
12/6/18 14:00,,,,0,,
12/6/18 16:00,,,,0,,
12/7/18 8:00,,,,0,,
12/7/18 10:00,,,,0,,
12/7/18 12:00,,,,0,,
12/7/18 14:00,,,,0,,
12/7/18 16:00,,,,0,,
12/8/18 8:00,,,,0,,
12/8/18 10:00,,,,0,,
12/8/18 12:00,,,,0,,
12/8/18 14:00,,,,0,,
12/8/18 16:00,,,,0,,
12/9/18 8:00,,,,0,,
12/9/18 10:00,,,,0,,
12/9/18 12:00,,,,0,,
12/9/18 14:00,,,,0,,
12/9/18 16:00,,,,0,,
12/10/18 8:00,,,,0,,
12/10/18 10:00,,,,0,,
12/10/18 12:00,,,,0,,
12/10/18 14:00,,,,0,,
12/10/18 16:00,,,,0,,
12/11/18 8:00,,,,0,,
12/11/18 10:00,,,,0,,
12/11/18 12:00,,,,0,,
12/11/18 14:00,,,,0,,
12/11/18 16:00,,,,0,,
12/12/18 8:00,,,,0,,
12/12/18 10:00,,,,0,,
12/12/18 12:00,,,,0,,
12/12/18 14:00,,,,0,,
12/12/18 16:00,,,,0,,
12/13/18 8:00,,,,0,,
12/13/18 10:00,,,,0,,
12/13/18 12:00,,,,0,,
12/13/18 14:00,,,,0,,
12/13/18 16:00,,,,0,,
12/14/18 8:00,,,,0,,
12/14/18 10:00,,,,0,,
12/14/18 12:00,,,,0,,
12/14/18 14:00,,,,0,,
12/14/18 16:00,,,,0,,
12/15/18 8:00,,,,0,,
12/15/18 10:00,,,,0,,
12/15/18 12:00,,,,0,,
12/15/18 14:00,,,,0,,
12/15/18 16:00,,,,0,,
12/16/18 8:00,,,,0,,
12/16/18 10:00,,,,0,,
12/16/18 12:00,,,,0,,
12/16/18 14:00,,,,0,,
12/16/18 16:00,,,,0,,
12/17/18 8:00,,,,0,,
12/17/18 10:00,,,,0,,
12/17/18 12:00,,,,0,,
12/17/18 14:00,,,,0,,
12/17/18 16:00,,,,0,,
12/18/18 8:00,,,,0,,
12/18/18 10:00,,,,0,,
12/18/18 12:00,,,,0,,
12/18/18 14:00,,,,0,,
12/18/18 16:00,,,,0,,
12/19/18 8:00,,,,0,,
12/19/18 10:00,,,,0,,
12/19/18 12:00,,,,0,,
12/19/18 14:00,,,,0,,
12/19/18 16:00,,,,0,,
12/20/18 8:00,,,,0,,
12/20/18 10:00,,,,0,,
12/20/18 12:00,,,,0,,
12/20/18 14:00,,,,0,,
12/20/18 16:00,,,,0,,
12/21/18 8:00,,,,0,,
12/21/18 10:00,,,,0,,
12/21/18 12:00,,,,0,,
12/21/18 14:00,,,,0,,
12/21/18 16:00,,,,0,,
12/22/18 8:00,,,,0,,
12/22/18 10:00,,,,0,,
12/22/18 12:00,,,,0,,
12/22/18 14:00,,,,0,,
12/22/18 16:00,,,,0,,
12/23/18 8:00,,,,0,,
12/23/18 10:00,,,,0,,
12/23/18 12:00,,,,0,,
12/23/18 14:00,,,,0,,
12/23/18 16:00,,,,0,,
12/24/18 8:00,,,,0,,
12/24/18 10:00,,,,0,,
12/24/18 12:00,,,,0,,
12/24/18 14:00,,,,0,,
12/24/18 16:00,,,,0,,
12/25/18 8:00,,,,0,,
12/25/18 10:00,,,,0,,
12/25/18 12:00,,,,0,,
12/25/18 14:00,,,,0,,
12/25/18 16:00,,,,0,,
12/26/18 8:00,,,,0,,
12/26/18 10:00,,,,0,,
12/26/18 12:00,,,,0,,
12/26/18 14:00,,,,0,,
12/26/18 16:00,,,,0,,
12/27/18 8:00,,,,0,,
12/27/18 10:00,,,,0,,
12/27/18 12:00,,,,0,,
12/27/18 14:00,,,,0,,
12/27/18 16:00,,,,0,,
12/28/18 8:00,,,,0,,
12/28/18 10:00,,,,0,,
12/28/18 12:00,,,,0,,
12/28/18 14:00,,,,0,,
12/28/18 16:00,,,,0,,
12/29/18 8:00,,,,0,,
12/29/18 10:00,,,,0,,
12/29/18 12:00,,,,0,,
12/29/18 14:00,,,,0,,
12/29/18 16:00,,,,0,,
12/30/18 8:00,,,,0,,
12/30/18 10:00,,,,0,,
12/30/18 12:00,,,,0,,
12/30/18 14:00,,,,0,,
12/30/18 16:00,,,,0,,
12/31/18 8:00,,,,0,,
12/31/18 10:00,,,,0,,
12/31/18 12:00,,,,0,,
12/31/18 14:00,,,,0,,
12/31/18 16:00,,,,0,,
1/1/19 8:00,,,,0,,
1/1/19 10:00,,,,0,,
1/1/19 12:00,,,,0,,
1/1/19 14:00,,,,0,,
1/1/19 16:00,,,,0,,
1/2/19 8:00,,,,0,,
1/2/19 10:00,,,,0,,
1/2/19 12:00,,,,0,,
1/2/19 14:00,,,,0,,
1/2/19 16:00,,,,0,,
1/3/19 8:00,,,,0,,
1/3/19 10:00,,,,0,,
1/3/19 12:00,,,,0,,
1/3/19 14:00,,,,0,,
1/3/19 16:00,,,,0,,
1/4/19 8:00,,,,0,,
1/4/19 10:00,,,,0,,
1/4/19 12:00,,,,0,,
1/4/19 14:00,,,,0,,
1/4/19 16:00,,,,0,,
1/5/19 8:00,,,,0,,
1/5/19 10:00,,,,0,,
1/5/19 12:00,,,,0,,
1/5/19 14:00,,,,0,,
1/5/19 16:00,,,,0,,
1/6/19 8:00,,,,0,,
1/6/19 10:00,,,,0,,
1/6/19 12:00,,,,0,,
1/6/19 14:00,,,,0,,
1/6/19 16:00,,,,0,,
1/7/19 8:00,,,,0,,
1/7/19 10:00,,,,0,,
1/7/19 12:00,,,,0,,
1/7/19 14:00,,,,0,,
1/7/19 16:00,,,,0,,
1/8/19 8:00,,,,0,,
1/8/19 10:00,,,,0,,
1/8/19 12:00,,,,0,,
1/8/19 14:00,,,,0,,
1/8/19 16:00,,,,0,,
1/9/19 8:00,,,,0,,
1/9/19 10:00,,,,0,,
1/9/19 12:00,,,,0,,
1/9/19 14:00,,,,0,,
1/9/19 16:00,,,,0,,
1/10/19 8:00,,,,0,,
1/10/19 10:00,,,,0,,
1/10/19 12:00,,,,0,,
1/10/19 14:00,,,,0,,
1/10/19 16:00,,,,0,,
1/11/19 8:00,,,,0,,
1/11/19 10:00,,,,0,,
1/11/19 12:00,,,,0,,
1/11/19 14:00,,,,0,,
1/11/19 16:00,,,,0,,
1/12/19 8:00,,,,0,,
1/12/19 10:00,,,,0,,
1/12/19 12:00,,,,0,,
1/12/19 14:00,,,,0,,
1/12/19 16:00,,,,0,,
1/13/19 8:00,,,,0,,
1/13/19 10:00,,,,0,,
1/13/19 12:00,,,,0,,
1/13/19 14:00,,,,0,,
1/13/19 16:00,,,,0,,
1/14/19 8:00,,,,0,,
1/14/19 10:00,,,,0,,
1/14/19 12:00,,203.2303469,203.2303469,0,,
1/14/19 14:00,,,135.4868979,0,,
1/14/19 16:00,,,67.74344895,0,,
1/15/19 8:00,,0,0,0,,
1/15/19 10:00,,,187.3232971,187.3232971,,
1/15/19 12:00,,,374.6465942,187.3232971,,
1/15/19 14:00,,561.9698914,561.9698914,187.3232971,,
1/15/19 16:00,,0,0,0,,
1/16/19 8:00,,,12.65141753,12.65141753,,
1/16/19 10:00,,25.30283505,25.30283505,12.65141753,,
1/16/19 12:00,,0,0,0,,
1/16/19 14:00,,,19.55677553,19.55677553,,
1/16/19 16:00,,,39.11355106,19.55677553,,
1/17/19 8:00,,58.67032659,58.67032659,19.55677553,,
1/17/19 10:00,,0,0,0,,
1/17/19 12:00,,0,0,0,,
1/17/19 14:00,,0,0,0,,
1/17/19 16:00,,99.99466683,99.99466683,99.99466683,,
1/18/19 8:00,,218.0733209,218.0733209,118.0786541,,
1/18/19 10:00,,0,0,0,,
1/18/19 12:00,,0,0,0,,
1/18/19 14:00,,108.7299677,108.7299677,108.7299677,,
1/18/19 16:00,,392.6475481,392.6475481,283.9175804,,
1/19/19 8:00,,0,0,0,,
1/19/19 10:00,,0,0,0,,
1/19/19 12:00,,66.41041099,66.41041099,66.41041099,,
1/19/19 14:00,,505.039387,505.039387,438.628976,,
1/19/19 16:00,,0,0,0,,
1/20/19 8:00,,0,0,0,,
1/20/19 10:00,,44.1499398,44.1499398,44.1499398,,
1/20/19 12:00,,443.2165065,443.2165065,399.0665667,,
1/20/19 14:00,,0,0,0,,
1/20/19 16:00,,10.83033351,10.83033351,10.83033351,,
1/21/19 8:00,,25.30283505,25.30283505,14.47250154,,
1/21/19 10:00,,31.14660476,31.14660476,5.843769709,,
1/21/19 12:00,,0,0,0,,
1/21/19 14:00,,0,0,0,,
1/21/19 16:00,,0,0,0,,
1/22/19 8:00,,7.144440066,7.144440066,7.144440066,,
1/22/19 10:00,,19.94513237,19.94513237,12.8006923,,
1/22/19 12:00,,0,0,0,,
1/22/19 14:00,,19.94513237,19.94513237,19.94513237,,
1/22/19 16:00,,0,0,0,,
1/23/19 8:00,,251.5547595,251.5547595,251.5547595,,
1/23/19 10:00,,,125.7773797,0,,
1/23/19 12:00,,0,0,0,,
1/23/19 14:00,,0,0,0,,
1/23/19 16:00,,0,0,0,,
1/24/19 8:00,,0,0,0,,
1/24/19 10:00,,0,0,0,,
1/24/19 12:00,,0,0,0,,
1/24/19 14:00,,0,0,0,,
1/24/19 16:00,,0,0,0,,
1/25/19 8:00,,,0,0,,
1/25/19 10:00,,,0,0,,
1/25/19 12:00,,0,0,0,,
1/25/19 14:00,,0,0,0,,
1/25/19 16:00,,0,0,0,,
1/26/19 8:00,,0,0,0,,
1/26/19 10:00,,0,0,0,,
1/26/19 12:00,,0,0,0,,
1/26/19 14:00,,0,0,0,,
1/26/19 16:00,,0,0,0,,
1/27/19 8:00,,0,0,0,,
1/27/19 10:00,,0,0,0,,
1/27/19 12:00,,0,0,0,,
1/27/19 14:00,,0,0,0,,
1/27/19 16:00,,0,0,0,,
1/28/19 8:00,,0,0,0,,
1/28/19 10:00,,0,0,0,,
1/28/19 12:00,,0,0,0,,
1/28/19 14:00,,0,0,0,,
1/28/19 16:00,,,0,0,,
1/29/19 8:00,,0,0,0,,
1/29/19 10:00,,37.44084013,37.44084013,37.44084013,,
1/29/19 12:00,,0,0,0,,
1/29/19 14:00,,0,0,0,,
